GEO_ID,NAME,csr_year,starting_grade,ending_grade,enrollment_start,enrollment_end,csr,weight,weighted_csr
0500000US25009,"Essex County, Massachusetts",2022,8,9,9849.0,11708.0,1.1887501269164382,0.15,0.17831251903746573
0500000US25009,"Essex County, Massachusetts",2023,8,9,8854.0,9643.0,1.0891122656426473,0.15,0.16336683984639708
0500000US25009,"Essex County, Massachusetts",2024,8,9,12146.0,13382.0,1.101761896920797,0.4,0.4407047587683188
0500000US25009,"Essex County, Massachusetts",2020,9,10,10584.0,10180.0,0.9618291761148904,0.15,0.14427437641723356
0500000US25009,"Essex County, Massachusetts",2021,9,10,10254.5,10120.0,0.9868838071090741,0.15,0.1480325710663611
0500000US25009,"Essex County, Massachusetts",2022,9,10,9925.0,8850.0,0.8916876574307305,0.15,0.13375314861460957
0500000US25009,"Essex County, Massachusetts",2023,9,10,11708.0,9435.0,0.8058592415442433,0.15,0.12087888623163648
0500000US25009,"Essex County, Massachusetts",2024,9,10,9643.0,9313.0,0.9657782847661516,0.4,0.3863113139064607
0500000US25009,"Essex County, Massachusetts",2020,10,11,10240.0,10535.0,1.02880859375,0.15,0.1543212890625
0500000US25009,"Essex County, Massachusetts",2021,10,11,10180.0,11159.0,1.0961689587426326,0.15,0.1644253438113949
0500000US25009,"Essex County, Massachusetts",2022,10,11,10120.0,10301.0,1.017885375494071,0.15,0.15268280632411066
0500000US25009,"Essex County, Massachusetts",2023,10,11,8850.0,10065.0,1.1372881355932203,0.15,0.17059322033898303
0500000US25009,"Essex County, Massachusetts",2024,10,11,9435.0,11728.0,1.2430312665606784,0.4,0.4972125066242714
0500000US25009,"Essex County, Massachusetts",2020,11,12,9911.0,10862.5,1.0960044395116537,0.15,0.16440066592674804
0500000US25009,"Essex County, Massachusetts",2021,11,12,10535.0,10618.0,1.0078785002373043,0.15,0.15118177503559563
0500000US25009,"Essex County, Massachusetts",2022,11,12,11159.0,12008.0,1.0760820862084417,0.15,0.16141231293126626
0500000US25009,"Essex County, Massachusetts",2023,11,12,10301.0,12986.0,1.260654305407242,0.15,0.1890981458110863
0500000US25009,"Essex County, Massachusetts",2024,11,12,10065.0,8934.0,0.8876304023845007,0.4,0.3550521609538003
0500000US25011,"Franklin County, Massachusetts",2020,4,5,590.0,905.0,1.5338983050847457,0.15,0.23008474576271185
0500000US25011,"Franklin County, Massachusetts",2021,4,5,680.5,845.0,1.2417340191036004,0.15,0.18626010286554004
0500000US25011,"Franklin County, Massachusetts",2022,4,5,771.0,626.0,0.8119325551232166,0.15,0.12178988326848249
0500000US25011,"Franklin County, Massachusetts",2023,4,5,340.0,723.0,2.126470588235294,0.15,0.3189705882352941
0500000US25011,"Franklin County, Massachusetts",2024,4,5,294.0,378.0,1.2857142857142858,0.4,0.5142857142857143
0500000US25011,"Franklin County, Massachusetts",2020,5,6,965.0,693.5,0.7186528497409327,0.15,0.1077979274611399
0500000US25011,"Franklin County, Massachusetts",2021,5,6,905.0,762.0,0.8419889502762431,0.15,0.12629834254143646
0500000US25011,"Franklin County, Massachusetts",2022,5,6,845.0,737.0,0.8721893491124261,0.15,0.1308284023668639
0500000US25011,"Franklin County, Massachusetts",2023,5,6,626.0,1071.0,1.7108626198083068,0.15,0.256629392971246
0500000US25011,"Franklin County, Massachusetts",2024,5,6,723.0,783.0,1.0829875518672198,0.4,0.433195020746888
0500000US25011,"Franklin County, Massachusetts",2020,6,7,625.0,534.5,0.8552,0.15,0.12827999999999998
0500000US25011,"Franklin County, Massachusetts",2021,6,7,693.5,617.0,0.889689978370584,0.15,0.1334534967555876
0500000US25011,"Franklin County, Massachusetts",2022,6,7,762.0,712.0,0.9343832020997376,0.15,0.14015748031496064
0500000US25011,"Franklin County, Massachusetts",2023,6,7,737.0,611.0,0.8290366350067843,0.15,0.12435549525101763
0500000US25011,"Franklin County, Massachusetts",2024,6,7,1071.0,513.0,0.4789915966386555,0.4,0.1915966386554622
0500000US25011,"Franklin County, Massachusetts",2020,7,8,452.0,863.5,1.9103982300884956,0.15,0.2865597345132743
